name	lsid	uses	sources	family	page
Puccinellia nuttalliana (Schult.) Hitchc.	214404-2	AF EU	[3]		115
Puelia olyriformis (Franch.) Clayton	419210-1	ME	[4, 11]		115
Racemobambos congesta (Pilg.) Holttum	419226-1	FU MA	[5]		115
Racemobambos raynalii Holttum	419232-1	FU MA	[5]		115
Rhipidocladum racemiflorum (Steud.) McClure	219234-2	EU ME	[3, 4]		115
Rhytachne gracilis Stapf	419440-1	AF	[8, 11]		116
Rhytachne rottboellioides Desv.	325559-2	AF MA	[8, 11]		116
Rhytachne triaristata (Steud.) Stapf	419453-1	AF MA	[8, 11]		116
Rostraria pumila (Lam.) Tzvelev	419592-1	AF EU	[9]		116
Rottboellia afraurita Stapf	419599-1	MA			116
Rottboellia campestris Nutt.	419621-1	EU			116
Rottboellia cochinchinensis (Lour.) Clayton	909653-1	AF HF MA ME	[4, 11]		116
Rottboellia glandulosa Trin.	419666-1	AF			116
Rottboellia rottboellioides (R.Br.) Druce	419735-1	AF ME	[4]		116
K.M.Wong	77161251-1	AF MA	[5]		116
Rytidosperma auriculatum (J.M.Black) Connor & Edgar	419792-1	AF	[3]		116
H.P.Linder	77111699-1	AF			116
Rytidosperma caespitosum (Gaudich.) Connor & Edgar	419795-1	AF	[3]		116
Edgar	419796-1	AF	[3]		116
Rytidosperma duttonianum (Cashmore) Connor & Edgar	419801-1	AF	[3]	Edgar	116
Rytidosperma erianthum (Lindl.) Connor & Edgar	419802-1	AF	[3]	Edgar	116
Rytidosperma pilosum (R.Br.) Connor & Edgar	419825-1	AF	[3]	Edgar	116
Rytidosperma richardsonii (Cashmore) Connor & Edgar	419830-1	AF	[3]	Edgar	116
Rytidosperma setaceum (R.Br.) Connor & Edgar	419832-1	AF	[3]	Edgar	116
Rytidosperma vestitum (Pilg.) Connor & Edgar	419840-1	MA	[5]	Edgar	116
Saccharum × sinense Roxb.	1009144-1	GS HF		Edgar	116
Saccharum alopecuroides (L.) Nutt.	1143569-2	GS	CWR	Edgar	116
Saccharum angustifolium (Nees) Trin.	419853-1	GS	CWR	Edgar	116
Saccharum arundinaceum Retz.	419858-1	AF EU FU GS HF MA ME	CWR	Edgar	116
Saccharum beccarii (Stapf) Cope	419867-1	GS	CWR	Edgar	116
Saccharum brevibarbe (Michx.) Pers.	1101504-2	GS	CWR	Edgar	116
Saccharum coarctatum (Fernald) R.D.Webster	984834-1	GS	CWR	Edgar	116
Saccharum contortum (Baldwin ex Elliott) Nutt.	1124753-2	GS	CWR	Edgar	116
Saccharum fallax Balansa	419908-1	GS	CWR	Edgar	116
Saccharum filifolium Steud.	419912-1	GS	CWR	Edgar	116
Saccharum formosanum (Stapf) Ohwi	419915-1	GS	CWR	Edgar	116
Saccharum giganteum (Walter) Pers.	1087529-2	GS	CWR	Edgar	116
Saccharum kanashiroi (Ohwi) Ohwi	419945-1	GS	CWR	Edgar	116
Saccharum longisetosum Nayaran. ex Bor	419951-1	GS	CWR	Edgar	116
Saccharum narenga (Nees ex Steud.) Hack.	419969-1	GS	CWR	Edgar	116
Saccharum officinarum L.	419977-1	AF EU FU GS HF IF MA ME SU	CWR	Edgar	116
Saccharum perrieri (A.Camus) Clayton	909657-1	GS	CWR	Edgar	116
Saccharum procerum Roxb.	419992-1	AF GS MA	CWR	Edgar	116
Saccharum robustum E.W.Brandes & Jeswiet ex Grassl	420003-1	EU GS HF MA ME SU	CWR	Edgar	116
Saccharum rufipilum Steud.	420006-1	GS	CWR	Edgar	116
Saccharum spontaneum L.	420031-1	AF EU GS HF MA ME SU	CWR	Edgar	116
Saccharum viguieri (A.Camus) Clayton	909658-1	GS	CWR	Edgar	116
Saccharum villosum Steud.	420046-1	GS	CWR	Edgar	116
Saccharum wardii (Bor) Bor ex Cope	420049-1	GS	CWR	Edgar	116
Saccharum williamsii (Bor) Bor ex Cope	420052-1	GS	CWR	Edgar	116
Sacciolepis africana C.E.Hubb. & Snowden	420053-1	AF EU GS HF MA	[3, 8, 11]	Edgar	116
Sacciolepis curvata (L.) Chase	420074-1	AF ME	[4, 8]	Edgar	116
Sacciolepis cymbiandra Stapf	420075-1	AF	[11]	Edgar	116
Sacciolepis indica (L.) Chase	225085-2	AF EU ME	[4, 5, 8, 11]	Edgar	116
Sacciolepis interrupta (Willd.) Stapf	420088-1	AF EU HF MA	[8, 11]	Edgar	116
A.Camus	141675-3	AF MA	[5, 8, 11]	Edgar	116
Sacciolepis typhura (Stapf) Stapf	420120-1	AF	[11]	Edgar	116
Sasa kurilensis (Rupr.) Makino & Shibata	420334-1	EU ME	[3, 4]	Edgar	116
Sasa kurokawana Makino	420336-1	MA	[3]	Edgar	116
Sasa palmata (Burb.) E.G.Camus	420437-1	EU	[3]	Edgar	116
Sasa senanensis (Franch. & Sav.) Rehder	420494-1	ME	[4]	Edgar	116
Sasa tsuboiana Makino	420558-1	EU	[3]	Edgar	116
Sasa veitchii (Carrière) Rehder	420574-1	EU ME	[3, 4]	Edgar	116
Sasaella masamuneana (Makino) Hatus. & Muroi	50876277-1	EU		Edgar	116
Sasamorpha borealis (Hack.) Nakai	420715-1	EU			117
Schismus arabicus Nees	420830-1	AF	[3]		117
Schismus barbatus (L.) Thell.	60454203-2	AF	[3]		117
Schizachne purpurascens (Torr.) Swallen	229305-2	ME	[4]		117
Schizachyrium brevifolium (Sw.) Nees ex Buse	1126606-2	AF EU ME	[4, 7, 10]		117
Schizachyrium cirratum (Hack.) Wooton & Standl.	420874-1	AF	[9]		117
Schizachyrium condensatum (Kunth) Nees	420877-1	ME	[4]		117
Schizachyrium exile (Hochst.) Pilg.	420889-1	AF MA ME	[4, 8, 11]		117
Schizachyrium maclaudii (Jacq.-Fél.) S.T.Blake	229330-2	AF	[11]		117
B.R.Arrill. & Izag.	420918-1	ME	[4]		117
Schizachyrium platyphyllum (Franch.) Stapf	420940-1	AF	[11]		117
Schizachyrium ruderale Clayton	420948-1	AF	[11]		117
Schizachyrium rupestre (K.Schum.) Stapf	420949-1	AF	[11]		117
Schizachyrium sanguineum (Retz.) Alston	420951-1	AF MA	[7, 8, 9, 11]		117
Schizachyrium scintillans Stapf	420955-1	EU	[11]		117
Schizachyrium scoparium (Michx.) Nash	420956-1	AF EU ME	[3, 4]		117
Schizostachyum aciculare Gamble	420978-1	MA	[7]		117
Schizostachyum blumei Nees	420987-1	EU MA	[1, 5, 7]		117
Schizostachyum brachycladum (Kurz ex Munro) Kurz	420989-1	EU HF MA	[3, 5, 7]		117
Schizostachyum brachythyrsus (K.Schum.) Holttum	420990-1	HF MA	[5]		117
Schizostachyum caudatum Backer ex K.Heyne	420993-1	FU MA	[5, 7]		117
Schizostachyum curranii Gamble	420998-1	MA	[7]		117
Schizostachyum dumetorum (Hance ex Walp.) Munro	421001-1	EU	[3]		117
Schizostachyum funghomii McClure	421007-1	EU MA	[3]		117
Schizostachyum glaucifolium (Rupr.) Munro	421008-1	HF MA ME	[4, 5]		117
Schizostachyum gracile (Kurz ex Munro) Holttum	421009-1	MA	[7]		117
Schizostachyum grande Ridl.	421010-1	MA	[7]		117
Schizostachyum iraten Steud.	421017-1	MA PO	[5]		117
Schizostachyum jaculans Holttum	421019-1	MA	[7]		117
Schizostachyum latifolium Gamble	421020-1	ME	[4]		117
Schizostachyum lima (Blanco) Merr.	421022-1	EU MA	[5, 7]		117
Schizostachyum lumampao (Blanco) Merr.	421025-1	MA	[3, 7]		117
Schizostachyum pergracile (Munro) R.B.Majumdar	962130-1	EU MA ME	[4]		117
Schizostachyum rogersii Brandis	421035-1	MA	[7]		117
Schizostachyum textorium (Blanco) Merr.	421042-1	MA	[7]		117
Bennet	962707-1	ME	[4]		117
Schizostachyum zollingeri Steud.	421046-1	FU HF MA	[3, 5, 7]	Bennet	117
Schmidtia kalahariensis Stent	421050-1	AF EU	[9]	Bennet	117
Schmidtia pappophoroides Steud. ex J.A.Schmidt	421051-1	AF EU GS MA	[8, 9, 11]	Bennet	117
Schoenefeldia gracilis Kunth	421057-1	AF MA	[8, 9, 11]	Bennet	117
Scolochloa festucacea (Willd.) Link	421150-1	ME	[4]	Bennet	117
Scrotochloa urceolata (Roxb.) Judz.	914563-1	AF MA ME	[4, 5, 7]	Bennet	117
Secale africanum Stapf	421157-1	GS HF	[3]	Bennet	117
Secale anatolicum Boiss.	421158-1	GS	[3]	Bennet	117
Secale cereale L.	421164-1	AF EU GS HF MA ME PO	CWR	Bennet	117
Secale ciliatoglume Grossh.	421167-1	GS		Bennet	117
Secale montanum Guss.	421183-1	AF GS	[3, 9]	Bennet	117
Secale segetale (Zhuk.) Roshev.	421190-1	GS	CWR	Bennet	117
Secale sylvestre Host	421194-1	GS	CWR	Bennet	117
Secale vavilovii Grossh.	421197-1	GS	CWR	Bennet	117
Sehima ischaemoides Forssk.	421208-1	AF EU	[8, 11]	Bennet	117
Sehima nervosa (Rottler) Stapf	421211-1	AF		Bennet	117
Sehima sulcatum (Hack.) A.Camus	63644-3	AF	[3]	Bennet	117
Makino	421233-1	EU	[3]	Bennet	117
Setaria acromelaena (Hochst.) T.Durand & Schinz	421426-1	AF	[9]	Makino	117
Setaria apiculata (Scribn. & Merr.) K.Schum.	421442-1	AF	[9]	Makino	117
Setaria appendiculata (Hack.) Stapf	421443-1	AF EU	[9]	Makino	117
Setaria barbata (Lam.) Kunth	1172068-2	AF EU HF ME	[3, 4, 7, 9, 10, 11]	Makino	117
Setaria clivalis (Ridl.) Veldkamp	421512-1	AF HF		Makino	117
Setaria desertorum (A.Rich.) Morrone	77142355-1	AF EU			118
Setaria faberi R.A.W.Herrm.	421548-1	GS	CWR		118
Setaria finita Launert	421554-1	AF GS HF	[8, 9]		118
Setaria flavida (Retz.) Veldkamp	979870-1	ME	[4]		118
Setaria geminata (Forssk.) Veldkamp	979871-1	AF HF ME	[4]		118
Setaria grisebachii E.Fourn.	319034-2	AF ME	[4, 10]		118
Setaria incrassata (Hochst.) Hack.	421607-1	AF EU HF MA	[8, 9, 11]		118
Setaria intermedia Roem. & Schult.	421610-1	AF	[9]		118
Setaria italica (L.) P.Beauv.	1207294-2	AF HF ME	CWR		118
Setaria kagerensis Mez	421624-1	AF EU	[9]		118
Setaria leucopila (Scribn. & Merr.) K.Schum.	235230-2	AF	[3, 9]		118
Setaria liebmannii E.Fourn.	319037-2	AF	[9]		118
Setaria longiseta P.Beauv.	421660-1	AF ME	[4, 11]		118
Setaria macrostachya Kunth	235234-2	AF	[3]		118
Setaria megaphylla (Steud.) T.Durand & Schinz	421678-1	AF EU HF MA ME PO	[3, 4, 8, 11]		118
Setaria montana Reeder	421690-1	MA	[5]		118
Setaria palmeri Henrard	292124-2	EU	[9]		118
Setaria palmifolia (J.Koenig) Stapf	421711-1	AF EU HF MA ME SU	[3, 4, 5, 7, 8, 11]		118
Setaria parviflora (Poir.) Kerguélen	943811-1	ME	[4]		118
Setaria plicata (Lam.) T.Cooke	421746-1	ME	[4, 5]		118
Setaria poiretiana (Schult.) Kunth	1089511-2	AF	[11]		118
Setaria pumila (Poir.) Roem. & Schult.	421764-1	AF GS HF MA PO	CWR		118
Setaria punctata (Burm.f.) Veldkamp	979873-1	AF			118
Setaria sagittifolia (A.Rich.) Walp.	421794-1	AF EU	[9]		118
Moss	421814-1	AF EU GS HF MA ME PO	[3, 4, 8, 11]		118
Setaria sulcata Raddi	421828-1	ME	[4]	Moss	118
Setaria verticillata (L.) P.Beauv.	421857-1	AF GS HF MA ME PO SU	CWR	Moss	118
Setaria viridis (L.) P.Beauv.	1171009-2	AF GS HF ME	CWR	Moss	118
Setaria vulpiseta (Lam.) Roem. & Schult.	1182687-2	AF EU HF	[9]	Moss	118
Setaria welwitschii Rendle	421868-1	AF	[9]	Moss	118
Shibataea chinensis Nakai	421882-1	EU	[3]	Moss	118
Shibataea hispida McClure	421883-1	EU	[3]	Moss	118
Shibataea kumasasa (Zoll. ex Steud.) Makino	421885-1	EU MA	[3]	Moss	118
Sinobambusa intermedia McClure	421963-1	EU	[3]	Moss	118
Sinobambusa tootsik (Makino) Makino ex Nakai	421969-1	EU	[3]	Moss	118
Sorghastrum incompletum (J.Presl) Nash	240818-2	AF	[11]	Moss	118
Sorghastrum minarum (Nees) Hitchc.	240821-2	AF ME	[4, 9]	Moss	118
Sorghastrum nutans (L.) Nash	240823-2	AF EU PO	[3, 9]	Moss	118
Sorghastrum pellitum (Hack.) Parodi	240828-2	ME	[4]	Moss	118
Sorghastrum secundum (Elliott) Nash	240832-2	EU	[3]	Moss	118
Sorghastrum stipoides (Kunth) Nash	240834-2	AF MA	[11]	Moss	118
Chase	1058910-2	AF ME PO	[4]	Moss	118
Sorghum amplum Lazarides	960369-1	GS	CWR	Chase	118
Sorghum angustum S.T.Blake	422071-1	GS	CWR	Chase	118
Sorghum arundinaceum (Desv.) Stapf	422078-1	AF EU FU GS HF MA ME PO	CWR	Chase	118
Sorghum bicolor (L.) Moench	422090-1	AF EU FU GS HF MA ME PO SU	CWR	Chase	118
Sorghum brachypodum Lazarides	960370-1	GS	CWR	Chase	118
Sorghum bulbosum Lazarides	960371-1	GS	CWR	Chase	118
Sorghum ecarinatum Lazarides	960372-1	GS	CWR	Chase	118
Sorghum exstans Lazarides	960373-1	GS	CWR	Chase	118
Sorghum grande Lazarides	960374-1	GS	CWR	Chase	118
Sorghum halepense (L.) Pers.	422139-1	AF GS HF MA ME PO SU	CWR	Chase	118
Sorghum interjectum Lazarides	960375-1	GS	CWR	Chase	118
Sorghum intrans F.Muell. ex Benth.	422143-1	GS	CWR	Chase	118
Sorghum laxiflorum F.M.Bailey	422147-1	GS	CWR	Chase	118
Sorghum leiocladum (Hack.) C.E.Hubb.	422149-1	GS	CWR	Chase	118
Sorghum macrospermum E.D.Garber	422152-1	GS	CWR	Chase	118
Sorghum matarankense E.D.Garber & Snyder	422154-1	GS	CWR	Chase	118
Sorghum nitidum (Vahl) Pers.	422175-1	AF GS ME	CWR	Chase	118
Sorghum plumosum (R.Br.) P.Beauv.	422185-1	AF GS	CWR	Chase	118
Sorghum propinquum (Kunth) Hitchc.	422187-1	AF GS HF	CWR	Chase	118
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	422189-1	AF GS HF MA PO	CWR		119
& C.E.Hubb.	422216-1	AF GS	CWR		119
Sorghum timorense (Kunth) Buse	422222-1	GS	CWR		119
Sorghum versicolor Andersson	422229-1	AF GS MA ME	CWR		119
Sorghum virgatum (Hack.) Stapf	422231-1	AF EU FU GS HF MA PO	CWR		119
Sphaerobambos philippinensis (Gamble) S.Dransf.	947033-1	MA			119
Sphenopholis intermedia (Rydb.) Rydb.	242037-2	ME	[4]		119
Spinifex littoreus (Burm.f.) Merr.	422515-1	EU ME SU	[4, 5, 7]		119
Spinifex longifolius R.Br.	422516-1	ME	[4]		119
Spodiopogon sibiricus Trin.	422574-1	EU	[3]		119
Sporobolus actinocladus (F.Muell.) F.Muell.	422587-1	ME	[4]		119
Sporobolus aculeatus (L.) P.M.Peterson	77144670-1	AF			119
Sporobolus africanus (Poir.) Robyns & Tournay	422594-1	AF GS HF MA ME	[4, 8, 11]		119
Sporobolus agrostoides Chiov.	422595-1	AF	[9]		119
Sporobolus airoides (Torr.) Torr.	30088883-2	AF EU	[3]		119
Saarela	77144694-1	AF EU			119
Saarela	77144696-1	EU		Saarela	119
Sporobolus arenicola P.M.Peterson	77144662-1	EU ME	[4]	Saarela	119
Sporobolus coarctatus (Trin.) P.M.Peterson & Saarela	77144709-1	EU		Saarela	119
Sporobolus compositus (Poir.) Merr.	242959-2	AF EU	[3, 9]	Saarela	119
Sporobolus contractus Hitchc.	297217-2	AF EU HF	[3, 9]	Saarela	119
Coss.	422684-1	AF	[9, 11]	Saarela	119
Sporobolus coromandelianus (Retz.) Kunth	169686-3	AF EU	[9]	Saarela	119
Sporobolus cryptandrus (Torr.) A.Gray	422687-1	AF EU HF ME	[3, 4, 9]	Saarela	119
Sporobolus diandrus (Retz.) P.Beauv.	128843-3	AF ME	[4, 7]	Saarela	119
Sporobolus festivus Hochst. ex A.Rich.	422722-1	AF GS HF MA ME	[4, 8, 11]	Saarela	119
Sporobolus fimbriatus (Nees ex Trin.) Nees	422729-1	AF EU GS HF	[8, 9]	Saarela	119
Sporobolus flexuosus (Vasey) Rydb.	242983-2	AF EU HF	[3, 9]	Saarela	119
Sporobolus giganteus Nash	242986-2	AF HF ME	[4, 9]	Saarela	119
Sporobolus helvolus (Trin.) T.Durand & Schinz	422754-1	AF EU MA ME	[4, 8, 9, 11]	Saarela	119
Sporobolus heterolepis (A.Gray) A.Gray	1026241-2	ME	[4]	Saarela	119
Sporobolus hookerianus P.M.Peterson & Saarela	77145290-1	EU		Saarela	119
Sporobolus humilis J.Presl	422764-1	AF		Saarela	119
Sporobolus indicus (L.) R.Br.	1207790-2	AF MA ME	[4, 7]	Saarela	119
Sporobolus interruptus Vasey	242995-2	AF	[9]	Saarela	119
Sporobolus ioclados (Nees ex Trin.) Nees	422774-1	AF EU HF MA	[8, 9, 11]	Saarela	119
Saarela	77145291-1	EU		Saarela	119
Sporobolus microprotus Stapf	422824-1	AF EU	[8, 9, 11]	Saarela	119
Sporobolus mitchellii (Trin.) C.E.Hubb.	422834-1	AF EU	[9]	Saarela	119
Sporobolus montanus Engl.	422839-1	AF	[11]	Saarela	119
Sporobolus myrianthus Benth.	422844-1	AF MA	[8, 11]	Saarela	119
Sporobolus natalensis (Steud.) T.Durand & Schinz	422847-1	MA	[8, 11]	Saarela	119
Sporobolus nealleyi Vasey	422849-1	AF	[9]	Saarela	119
Sporobolus nebulosus Hack.	422850-1	AF	[9]	Saarela	119
Sporobolus nervosus Hochst.	422852-1	AF	[11]	Saarela	119
Sporobolus niliacus (Fig. & De Not.) P.M.Peterson	77144676-1	AF		Saarela	119
Sporobolus panicoides A.Rich.	422865-1	AF GS HF	[8, 11]	Saarela	119
Sporobolus paniculatus (Trin.) T.Durand & Schinz	422867-1	AF	[11]	Saarela	119
Sporobolus pellucidus Hochst.	422875-1	AF	[11]	Saarela	119
Sporobolus pulchellus R.Br.	422893-1	AF	[7]	Saarela	119
Sporobolus pumilus (Roth) P.M.Peterson & Saarela	77145292-1	AF EU ME	[4]	Saarela	119
Sporobolus pyramidalis P.Beauv.	422898-1	AF EU HF MA ME SU	[4, 8, 11]	Saarela	119
Sporobolus pyramidatus (Lam.) Hitchc.	243026-2	ME	[4, 12]	Saarela	119
Sporobolus rigens (Trin.) É.Desv.	422912-1	EU MA ME	[4, 9]	Saarela	119
Sporobolus rigidus (Buckley) P.M.Peterson	77144659-1	AF EU		Saarela	119
Sporobolus robustus Kunth	422913-1	EU	[11]	Saarela	119
Sporobolus ruspolianus Chiov.	422917-1	AF EU	[9]	Saarela	119
Sporobolus schoenoides (L.) P.M.Peterson	77144677-1	AF		Saarela	119
Sporobolus spicatus (Vahl) Kunth	422949-1	AF EU GS HF	[8, 9, 11]	Saarela	119
Sporobolus stapfianus Gand.	422955-1	AF	[11]	Saarela	119
Sporobolus stolzii Mez	422959-1	AF	[11]	Saarela	119
Sporobolus tenuissimus (Mart. ex Schrank) Kuntze	243044-2	EU	[11]	Saarela	119
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	243046-2	AF EU	[3, 9]		120
Sporobolus tourneuxii Coss.	422986-1	AF	[9, 11]		120
Sporobolus virginicus (L.) Kunth	423010-1	AF EU HF ME	[3, 4, 7, 8, 11]		120
Sporobolus wallichii Munro ex Thwaites	423013-1	ME	[4]		120
Sporobolus wrightii Scribn.	243060-2	AF EU	[3]		120
Stapfochloa elata (Desv.) P.M.Peterson	60469006-2	AF ME	[4]		120
Stapfochloa lamproparia (Stapf) H.Scholz	77061437-1	AF HF MA			120
Stenotaphrum dimidiatum (L.) Brongn.	76381-3	AF EU ME	[4, 8]		120
Stenotaphrum helferi Munro ex Hook.f.	77176696-1	ME	[4, 7]		120
Stenotaphrum secundatum (Walter) Kuntze	423051-1	AF EU GS HF ME	[3, 4, 7, 8, 11]		120
Stiburus alopecuroides (Hack.) Stapf	423064-1	ME	[4]		120
Stipa barbata Desf.	423140-1	AF PO	[9]		120
Stipa bungeana Trin.	423179-1	AF	[9]		120
Stipa capillata L.	423200-1	AF ME	[4, 9]		120
Stipa comata Trin. & Rupr.	423233-1	AF EU PO	[3, 9]		120
Stipa dregeana Steud.	423291-1	AF MA PO			120
Stipa krylovii Roshev.	423455-1	AF	[9]		120
Stipa lagascae Roem. & Schult.	423466-1	AF	[9]		120
Stipa lettermanii Vasey	305000-2	AF	[3]		120
Stipa nelsonii Scribn.	246225-2	AF EU	[3]		120
Stipa orientalis Trin.	423597-1	EU	[9]		120
Stipa robusta (Vasey) Scribn.	246291-2	ME PO	[3, 4]		120
Stipa spartea Trin.	246312-2	ME PO	[3, 4]		120
Stipa splendens Trin.	423770-1	AF EU MA	[9]		120
Stipa subaristata (Matthei) Caro & E.A.Sánchez	246331-2	ME	[4]		120
Stipa tianschanica Roshev.	423818-1	EU	[9]		120
Stipa turkestanica Hack.	423843-1	ME	[4]		120
Stipagrostis acutiflora (Trin. & Rupr.) De Winter	423878-1	EU	[9]		120
Stipagrostis amabilis (Schweick.) De Winter	423879-1	AF EU MA	[9]		120
Stipagrostis anomala De Winter	423880-1	AF	[9]		120
Stipagrostis brevifolia (Nees) De Winter	423885-1	AF GS	[9]		120
Stipagrostis ciliata (Desf.) De Winter	423888-1	AF EU GS ME	[4, 9]		120
Stipagrostis damarensis (Mez) De Winter	423889-1	HF	[9]		120
Stipagrostis fastigiata (Hack.) De Winter	423893-1	AF	[9]		120
Stipagrostis giessii Kers	423897-1	HF	[9]		120
Winter	423902-1	AF GS HF MA SU	[8, 9, 11]		120
Stipagrostis hochstetteriana (Beck ex Hack.) De Winter	423903-1	AF HF	[9]	Winter	120
Stipagrostis karelinii (Trin. & Rupr.) H.Scholz	423904-1	AF EU	[9]	Winter	120
Stipagrostis lanata (Forssk.) De Winter	423906-1	AF	[9]	Winter	120
Stipagrostis namaquensis (Nees) De Winter	423911-1	AF EU GS MA	[3, 9]	Winter	120
Stipagrostis obtusa (Delile) Nees	423913-1	AF EU HF PO	[3, 9]	Winter	120
Stipagrostis pennata (Trin.) De Winter	423917-1	AF EU MA	[9]	Winter	120
Stipagrostis plumosa (L.) Munro ex T.Anderson	423918-1	AF EU HF	[8, 9, 11]	Winter	120
Stipagrostis pungens (Desf.) De Winter	423922-1	AF EU GS HF MA ME	[3, 4, 8, 9, 11]	Winter	120
Stipagrostis raddiana (Savi) De Winter	423923-1	AF	[9]	Winter	120
Stipagrostis sabulicola (Pilg.) De Winter	423926-1	FU MA	[9]	Winter	120
Stipagrostis uniplumis (Licht.) De Winter	423934-1	AF EU GS HF IF MA PO	[8, 9, 11]	Winter	120
Stipagrostis zeyheri (Nees) De Winter	423937-1	ME	[4]	Winter	120
Stipellula capensis (Thunb.) Röser & Hamasha	60458043-2	ME	[4]	Winter	120
Stipellula parviflora (Desf.) Röser & Hamasha	60458045-2	AF EU		Winter	120
Streptogyna crinita P.Beauv.	423967-1	MA ME SU	[4, 11]	Winter	120
Swallenia alexandrae (Swallen) Soderstr. & H.F.Decker	246554-2	EU	[9]	Winter	120
Tetrachne dregei Nees	424110-1	ME	[4]	Winter	120
Tetrapogon cenchriformis (A.Rich.) Clayton	424115-1	AF	[9, 11]	Winter	120
Tetrapogon roxburghiana (Schult.) P.M.Peterson	60469011-2	AF		Winter	120
Tetrapogon tenellus (J.Koenig ex Roxb.) Chiov.	424124-1	AF MA	[8, 9]	Winter	120
Thamnocalamus spathiflorus (Trin.) Munro	424148-1	EU MA	[1, 3]	Winter	120
Thelepogon elegans Roth	424158-1	AF ME	[4, 7, 8]	Winter	120
Themeda anathera (Nees ex Steud.) Hack.	424163-1	ME	[4]	Winter	120
Themeda arguens (L.) Hack.	51375-3	AF ME	[4, 5, 7]	Winter	120
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	424170-1	AF	[9]		121
Themeda cymbaria Hack.	424178-1	ME	[4]		121
Themeda gigantea (Cav.) Hack. ex Duthie	424187-1	AF EU HF MA ME	[4, 7]		121
Themeda intermedia (Hack.) Bor	424198-1	MA SU	[5]		121
Themeda tremula (Nees ex Steud.) Hack.	424212-1	ME	[4]		121
Themeda triandra Forssk.	424213-1	AF EU GS HF MA ME PO	[3, 4, 5, 8, 9, 11]		121
Themeda villosa (Lam.) A.Camus	424216-1	AF EU HF MA ME	[3, 4, 8, 11]		121
Thinopyrum acutum (DC.) Banfi	60477486-2	GS			121
Thinopyrum curvifolium (Lange) D.R.Dewey	942122-1	GS			121
Thinopyrum distichum (Thunb.) Á.Löve	914715-1	EU GS			121
Thinopyrum elongatum (Host) D.R.Dewey	942123-1	AF EU GS	[9]		121
Thinopyrum gentryi (Melderis) D.R.Dewey	942125-1	GS			121
D.R.Dewey	1003651-1	EU GS			121
Thinopyrum junceum (L.) Á.Löve	1166962-2	EU GS			121
Thuarea involuta (G.Forst.) R.Br. ex Sm.	424252-1	AF EU ME	[3, 4, 7]		121
Thyrsostachys siamensis Gamble	424273-1	EU HF MA	[1, 3]		121
Thysanolaena latifolia (Roxb. ex Hornem.) Honda	424281-1	AF EU FU HF MA ME	[1, 3, 4, 5, 7, 9]		121
Trachypogon spicatus (L.f.) Kuntze	424391-1	AF MA ME PO SU	[4, 8, 9, 11, 12]		121
Trachys muricata (L.) Pers. ex Trin.	60447141-2	AF	[9]		121
Tragus berteronianus Schult.	256481-2	AF MA ME	[4, 8, 11]		121
Tragus mongolorum Ohwi	424420-1	AF	[9]		121
Tragus racemosus (L.) All.	1084305-2	AF EU	[7, 8, 11]		121
Morrone	77119518-1	AF			121
Tricholaena monachne (Trin.) Stapf & C.E.Hubb.	424606-1	AF EU GS MA	[8, 9, 11]	Morrone	121
Tricholaena teneriffae (L.f.) Link	424628-1	AF	[9]	Morrone	121
Trichoneura grandiglumis (Nees) Ekman	424645-1	ME	[4]	Morrone	121
Trichoneura mollis (Kunth) Ekman	424649-1	AF	[11]	Morrone	121
Trichopteryx dregeana Nees	424677-1	MA	[8]	Morrone	121
Tridentopsis mutica (Torr.) P.M.Peterson	77138756-1	AF		Morrone	121
P.M.Peterson & N.Snow	60458643-2	AF GS HF		Morrone	121
Triodia irritans R.Br.	424853-1	MA	[1]	Morrone	121
Triodia microstachya R.Br.	424867-1	ME	[4]	Morrone	121
Triodia mitchellii Benth.	424868-1	AF EU	[9]	Morrone	121
Triodia pungens R.Br.	424888-1	HF MA ME	[1, 4]	Morrone	121
Tripidium bengalense (Retz.) H.Scholz	77075504-1	AF EU FU GS MA ME	[4]	Morrone	121
Tripidium ravennae (L.) H.Scholz	77075505-1	AF EU GS MA		Morrone	121
Tripidium strictum (Host) H.Scholz	77075507-1	GS		Morrone	121
Tripogon filiformis Nees ex Steud.	424936-1	AF		Morrone	121
Romasch.	77160938-1	AF		Morrone	121
Tripsacum andersonii J.R.Gray	258687-2	AF EU GS	CWR	Morrone	121
Tripsacum australe Cutler & E.S.Anderson	258688-2	GS	CWR	Morrone	121
Tripsacum cundinamarce De Wet & Timothy	258691-2	GS	CWR	Morrone	121
Tripsacum dactyloides (L.) L.	424990-1	AF EU GS	CWR	Morrone	121
